"Site_Type","Project_ID","Observation_ID","Observer_Code","Observation_Serial","Observation_Description","Observation_Label","Observation_Type","Latitude","Longitude","Error","Date","Prefix","Year","Mon","Day","Nation","State","County","Island","FIPS","Elevation","Community_Name","Community_Description","Structure","Landscape","HillslopePosition","Position","Aspect","Slope","PlotBearing","Map.Unit","Soil.Series","Soil.Taxon","Drainage.Class","Restriction_Depth","WT_Depth","MinWT_Depth","Soil_Notes","Litter_Cover","Snag_Count","Plot_Area_m","BA_Count","BA_Factor","Cowardin","HGM","Stratum1","Stratum2","Stratum3","Stratum4","Stratum5","Stratum6","Stratum7","Stratum8","Stratum9","Stratum10","Tree_Cover","Shrub_Cover","Herb_Cover","Moss_Cover","Aggregated_Overstory","Aggregated_Understory","Estimated_Understory","DWD_Hits1","DWD_Hits2","DWD_Hits3","DWD_Hits4","DWD_Hits5","Transect_Length","Log_Cover","Rock_Cover","Lichen_Cover","Water_Cover","MaxWater_Cover","DBH_lower","DBH_upper","Canopy_lower","Canopy_upper","User_Pedon_ID","User_Plot_ID"
"",NA,"14","GRR.GJS",0,"","Buncombe County, North Carolina 559m #14","General",35.69172271,-82.61648967,10,0,"",0,0,0,"USA","North Carolina","Buncombe County","",37021,559,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"15","GRR.GJS",0,"","Yancey County, North Carolina 1987m #15","General",35.76572395,-82.26518208,10,0,"",0,0,0,"USA","North Carolina","Yancey County","",37199,1987,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"16","GRR.GJS",0,"","Sevier County, Tennessee 417m #16","General",35.71728209,-83.50459375,10,0,"",0,0,0,"USA","Tennessee","Sevier County","",NA,417,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"17","GRR.GJS",0,"","Sevier County, Tennessee 837m #17","General",35.68206607,-83.47604022,10,0,"",0,0,0,"USA","Tennessee","Sevier County","",NA,837,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"18","GRR.GJS",0,"","Sevier County, Tennessee 1642m #18","General",35.66255449,-83.45510096,10,0,"",0,0,0,"USA","Tennessee","Sevier County","",NA,1642,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"19","GRR.GJS",0,"","New Hanover County, North Carolina 12m #19","General",34.11757046,-77.90776834,10,0,"",0,0,0,"USA","North Carolina","New Hanover County","",NA,12,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"2","GRR.GJS",0,"","Coos County, New Hampshire 1809m #2","General",44.2664059,-71.30454395,10,0,"",0,0,0,"USA","New Hampshire","Coos County","",33007,1809,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"20","GRR.GJS",0,"","Highlands County, Florida 40m #20","General",27.20544642,-81.31233287,10,0,"",0,0,0,"USA","Florida","Highlands County","",NA,40,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"21","GRR.GJS",0,"","Miami-Dade County, Florida 4m #21","General",25.20298722,-80.74721088,10,0,"",0,0,0,"USA","Florida","Miami-Dade County","",12086,4,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"22","GRR.GJS",0,"","San Jacinto County, Texas 96m #22","General",30.48895984,-95.20660055,10,0,"",0,0,0,"USA","Texas","San Jacinto County","",NA,96,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"23","GRR.GJS",0,"","Perry County, Indiana 235m #23","General",38.10680425,-86.5913654,10,0,"",0,0,0,"USA","Indiana","Perry County","",NA,229.7429962,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"24","GRR.GJS",0,"","Hamilton County, Indiana 248m #24","General",40.08711067,-85.94117768,10,0,"",0,0,0,"USA","Indiana","Hamilton County","",18057,247,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"25","GRR.GJS",0,"","McLean County, Illinois 256m #25","General",40.46782443,-88.83519713,10,0,"",0,0,0,"USA","Illinois","McLean County","",NA,256,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"26","GRR.GJS",0,"","Sauk County, Wisconsin 219m #26","General",43.20717892,-90.15401339,10,0,"",0,0,0,"USA","Wisconsin","Sauk County","",NA,219,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"27","GRR.GJS",0,"","Baraga County, Michigan 557m #27","General",46.6528764,-88.19024422,10,0,"",0,0,0,"USA","Michigan","Baraga County","",26013,557,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"28","GRR.GJS",0,"","Cook County, Minnesota 540m #28","General",47.73243786,-90.58017486,10,0,"",0,0,0,"USA","Minnesota","Cook County","",27031,540,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"29","GRR.GJS",0,"","Wexford County, Michigan 474m #29","General",44.27805534,-85.63610104,10,0,"",0,0,0,"USA","Michigan","Wexford County","",26165,464.1359863,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"3","GRR.GJS",0,"","Ottawa County, Michigan 215m #3","General",43.11208177,-86.26279555,10,0,"",0,0,0,"USA","Michigan","Ottawa County","",26139,196.2350006,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"30","GRR.GJS",0,"","Manistee County, Michigan 234m #30","General",44.21999649,-85.99333745,10,0,"",0,0,0,"USA","Michigan","Manistee County","",26101,233.4989929,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"31","GRR.GJS",0,"","Otsego County, Michigan 448m #31","General",45.10230063,-84.77743288,10,0,"",0,0,0,"USA","Michigan","Otsego County","",26137,440.3959961,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"32","GRR.GJS",0,"","Ogemaw County, Michigan 318m #32","General",44.41783281,-84.12461585,10,0,"",0,0,0,"USA","Michigan","Ogemaw County","",26129,313.3739929,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"33","GRR.GJS",0,"","Oscoda County, Michigan 284m #33","General",44.65482713,-84.08035788,10,0,"",0,0,0,"USA","Michigan","Oscoda County","",26135,278,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"34","GRR.GJS",0,"","Iosco County, Michigan 265m #34","General",44.41212211,-83.7191557,10,0,"",0,0,0,"USA","Michigan","Iosco County","",26069,254,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"35","GRR.GJS",0,"","Mason County, Michigan 208m #35","General",44.14871577,-86.39830982,10,0,"",0,0,0,"USA","Michigan","Mason County","",NA,200.0829926,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"36","GRR.GJS",0,"","Allegan County, Michigan 210m #36","General",42.5544769,-86.22627478,10,0,"",0,0,0,"USA","Michigan","Allegan County","",26005,201,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"37","GRR.GJS",0,"","Porter County, Indiana 193m #37","General",41.64894922,-87.07893084,10,0,"",0,0,0,"USA","Indiana","Porter County","",18127,184,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"38","GRR.GJS",0,"","LaPorte County, Indiana 225m #38","General",41.45430931,-86.89523645,10,0,"",0,0,0,"USA","Indiana","LaPorte County","",18091,224.0720062,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"39","GRR.GJS",0,"","Otoe County, Nebraska 355m #39","General",40.65655535,-96.0410914,10,0,"",0,0,0,"USA","Nebraska","Otoe County","",31131,355,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"4","GRR.GJS",0,"","Oscoda County, Michigan 363m #4","General",44.56502032,-84.10712681,10,0,"",0,0,0,"USA","Michigan","Oscoda County","",26135,359.2640076,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"40","GRR.GJS",0,"","Steele County, Minnesota 370m #40","General",43.98780076,-93.20477389,10,0,"",0,0,0,"USA","Minnesota","Steele County","",27147,370,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"41","GRR.GJS",0,"","Coos County, New Hampshire 522m #41","General",44.23431292,-71.42263263,10,0,"",0,0,0,"USA","New Hampshire","Coos County","",NA,522,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"42","GRR.GJS",0,"","Coos County, New Hampshire 758m #42","General",44.2688151,-71.35898205,10,0,"",0,0,0,"USA","New Hampshire","Coos County","",NA,758,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"43","GRR.GJS",0,"","Coos County, New Hampshire 1114m #43","General",44.26940997,-71.33042852,10,0,"",0,0,0,"USA","New Hampshire","Coos County","",33007,1114,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"44","GRR.GJS",0,"","Caledonia County, Vermont 173m #44","General",44.41544939,-72.0125605,10,0,"",0,0,0,"USA","Vermont","Caledonia County","",NA,173,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"45","GRR.GJS",0,"","Chittenden County, Vermont 37m #45","General",44.38398101,-73.22465794,10,0,"",0,0,0,"USA","Vermont","Chittenden County","",NA,37,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"46","GRR.GJS",0,"","Rutland County, Vermont 1230m #46","General",43.602105,-72.81903419,10,0,"",0,0,0,"USA","Vermont","Rutland County","",NA,1230,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"47","GRR.GJS",0,"","Hampshire County, Massachusetts 37m #47","General",42.34614617,-72.6121822,10,0,"",0,0,0,"USA","Massachusetts","Hampshire County","",NA,37,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"48","GRR.GJS",0,"","Barnstable County, Massachusetts 11m #48","General",41.7241154,-70.05188215,10,0,"",0,0,0,"USA","Massachusetts","Barnstable County","",NA,11,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"49","GRR.GJS",0,"","Hancock County, Maine 25m #49","General",44.25205477,-68.31987249,10,0,"",0,0,0,"USA","Maine","Hancock County","",NA,25,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"5","GRR.GJS",0,"","Chippewa County, Michigan 183m #5","General",46.7618339,-84.98768602,10,0,"",0,0,0,"USA","Michigan","Chippewa County","",NA,183,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"50","GRR.GJS",0,"","Suffolk County, New York 10m #50","General",40.71455768,-73.27652771,10,0,"",0,0,0,"USA","New York","Suffolk County","",NA,10,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"51","GRR.GJS",0,"","Essex County, New York 1563m #51","General",44.11314184,-73.92326521,10,0,"",0,0,0,"USA","New York","Essex County","",NA,1563,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"52","GRR.GJS",0,"","Franklin County, New York 497m #52","General",44.23865841,-74.45566961,10,0,"",0,0,0,"USA","New York","Franklin County","",36033,497,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"53","GRR.GJS",0,"","Oneida County, New York 144m #53","General",43.17860853,-75.5514114,10,0,"",0,0,0,"USA","New York","Oneida County","",NA,144,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"54","GRR.GJS",0,"","Madison County, Virginia 1135m #54","General",38.58987747,-78.37639476,10,0,"",0,0,0,"USA","Virginia","Madison County","",NA,1135,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"",NA,"55","GRR.GJS",0,"","Page County, Virginia 784m #55","General",38.59808661,-78.38745925,10,0,"",0,0,0,"USA","Virginia","Page County","",NA,784,"","","","","","",0,0,NA,"","","","",500,500,NA,"",NA,NA,NA,NA,NA,"","",0.1,0.5,0.5,2,5,5,10,20,35,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
